TI,DO,pub_id
"Advancing oral health policy for mandatory dental screening before admission into public primary and secondary schools in Lagos, Nigeria.",10.4103/jfmpc.jfmpc_1341_20,33681031
Evaluation of oral hygiene services in selected public health facilities in Lusaka district of Zambia.,10.4081/jphia.2018.820,30687478
Pattern of Oral Health Among a Population of Pregnant Women in Southwestern Nigeria.,,30035209
Evaluation of the Efficacy of Platelet-Rich Plasma versus Platelet-Rich Fibrin in Alleviating Postoperative Inflammatory Morbidities after Lower Third Molar Surgery: A Double-Blind Randomized Study.,,35488875
Odontogenic Cervicofacial Infection in Pregnancy: A Need for Oral Care.,10.18502/jfrh.v15i1.6065,34429730
"SELF ASSESSMENT OF ORAL HEALTH AND RISK FACTORS AFFECTING ORAL HYGIENE STATUS IN ADOLESCENTS ATTENDING DENTAL CLINIC IN UNIVERSITY COLLEGE HOSPITAL, IBADAN.",,35330894
Attitude and Behavior to Oral Health of 456 Patients Who Presented for Tooth Extraction at 2 Health Facilities in Southwestern Nigeria.,10.1177/2374373518788851,31218262
Dental caries and associated factors among diabetic and nondiabetic adult patients attending Bichena Primary Hospital's Outpatient Department.,10.3389/froh.2022.938405,36407659
"Soft Palate Mucosal Adhesion with Muscle Release: An Option in ""Wide"" Cleft Palates in a Cohort in Southern Africa.",10.1097/SCS.0000000000008591,36041139
Relationship between masseter muscle thickness and maxillofacial morphology in pre-orthodontic treatment patients.,10.1016/j.ortho.2018.09.015,30348502
Clinical and Microbiological Profiles of Aggressive and Chronic Periodontitis in Congolese Patients: A Cross-sectional Study.,10.4103/jispcd.JISPCD_501_19,33042892
Paediatric jaw tumours: experiences and findings from a resource limited tertiary health care center.,10.11604/pamj.2020.36.111.23695,32821322
Oral health status and cardiovascular risk profile in Cameroonian military population.,10.3934/publichealth.2021008,33575410
Do the bioactive effects of platelet-rich plasma and platelet-rich fibrin influence the oral health related quality of life following impacted third molar surgery? A randomized comparative study.,10.4103/njcp.njcp_543_20,34018981
"Oral Health Screening Status of Diabetes Patients in Selected Hospitals of Addis Ababa, Ethiopia, 2018.",10.2147/PROM.S269292,33061726
"Effect of Dental Treatment on the Quality of Life of Children with Traumatic Dental Injuries in Ibadan, Nigeria.",10.4103/jwas.JWAS_11_21,35514793
"The causes of failure and the longevity of direct coronal restorations: A survey among dental surgeons of the town of Abidjan, Côte d'Ivoire.",10.4103/JCD.JCD_541_18,31367112
Prevalence of Denture-Related Stomatitis in Edentulous Patients at a Tertiary Dental Teaching Hospital.,10.3389/froh.2021.772679,35048072
"Dental fluorosis among people and livestock living on Gihaya Island in Lake Kivu, Rwanda.",10.1186/s42522-021-00054-7,34924029
TREATMENT OUTCOME OF MANUAL VERSUS ROTARY TECHNIQUES IN SINGLE-VISIT ENDODONTICS FOR PATIENTS IN A NIGERIAN TEACHING HOSPITAL: A RANDOMIZED CLINICAL TRIAL.,,Unknown
Effect of Oral Prophylactic Measures on the Occurrence of Pre-Eclampsia (OP-PE) in High-Risk Pregnant Women: A Cluster Randomized Controlled Trial.,10.3390/mps4030061,34564307
ORAL HEALTH KNOWLEDGE AND PRACTICE AMONG TRADERS IN IBADAN.,,Unknown
"MANAGEMENT OF DENTAL CARIES WITH ATRAUMATIC RESTORATIVE TREATMENT UNDER FIELD CONDITION IN PRIMARY SCHOOLS IN OYO STATE, NIGERIA.",,31768161
"Mandibular fractures in Kano, Northwest Nigeria: aetiology and pattern of presentation.",10.23736/S2724-6329.21.04417-4,33929128
Dental age estimation using radiographic assessment of third molar eruption among 10-20-year-old Ugandan population.,10.4103/jfo.jfds_34_19,31680751
"Causes of Dental Trauma: Results of Findings Among Patients in a Secondary Oral Healthcare Center, Jos, Nigeria.",10.4103/jwas.jwas_40_22,35983254
"Clinical and sociodemographic factors associated with oral health knowledge, attitude, and practices of adolescents in Nigeria.",10.1177/2050312120951066,32922786
Oral Diseases and Oral Health-Related Quality of Life among Kenyan Children and Adolescents with HIV.,10.1177/23800844221087951,35354307
"Magnitude of Dental Caries and Its Associated Factors Among Governmental Primary School Children in Debre Berhan Town, North-East Ethiopia.",10.2147/PHMT.S259813,32765157
Oral Habits in Children With Orofacial Clefts: A Comparative Study.,10.1177/1055665620969570,33176476
Accuracy of fine needle aspiration cytology in the preoperative diagnosis of malignant non-odontogenic tumors of the orofacial region.,10.1002/dc.24665,33197152
Can oral health-related quality of life be worsened by dental appointments?,,Unknown
"AN ASSESSMENT OF DENTAL CARE PRACTICES AMONG UNDERGRADUATE STUDENTS OF ADELEKE UNIVERSITY, EDE, OSUN STATE, NIGERIA.",,31768153
"Satisfaction with dental condition and oral health-related quality of life of school-age children with dental pain in Ibadan, Nigeria.",10.1177/20503121211025944,34178344
MOST FREQUENTLY SELECTED SHADE FOR ADVANCE RESTORATION DELIVERED IN A TERTIARY HOSPITAL FACILITY IN SOUTH WESTERN NIGERIA.,,Unknown
Evaluation of the Attached Gingival Width and Sulcus Depth in an Adult Nigerian Population - A Pilot Study.,,Unknown
Creation of Bone and Soft Tissue in Postmaxillectomy Patients Using Curvilinear Transport Distraction Osteogenesis.,10.4103/ams.ams_88_19,31909009
Sonographic Diagnosis of Metastatic Cervical Lymph Nodes in Primary Orofacial Malignancies: Role of the Radiologist's Experience.,,33463703
Analysis of 10 cases of orbital infections arising from odontogenic cervicofacial infections.,10.4103/njcp.njcp_428_20,33851676
Correlation Between Height and Impacted Third Molars and Genetics Role in Third Molar Impaction.,10.1007/s12663-020-01336-9,33584057
A study on the clinical indicators in the diagnosis of orofacial nonodontogenic tumors.,10.4103/0973-1482.199377,31169228
Prevalence and risk indicators for severe periodontitis in Côte d'Ivoire.,10.34172/japid.2022.008,35919450
Associations between dental problems and underweight status among rural women in Burkina Faso: results from the first WHO Stepwise Approach to Surveillance (STEPS) survey.,10.1017/S1368980021004080,34615560
"Direct technique premolar coronal restorations: From metallic material to ""complete adhesive restoration"".",10.4103/JCD.JCD_330_19,33088067
Anterior Mandibular Lingual Defect As a Possible Cause of Near-Fatal Bleeding During Routine Dental Implant Surgery: A Retrospective Computed Tomography Study.,10.1097/ID.0000000000000728,29373335
COMPARATIVE STUDY OF TREATMENT OUTCOME IN APICECTOMIES WITH OR WITHOUT ROOT-END FILLING.,,Unknown
Socioeconomic and nutritional factors associated with age of eruption of third molar tooth among Ugandan adolescents.,10.4103/jfo.jfds_37_19,31680752
Prevalence and severity of periodontitis among adults in Côte d'Ivoire according to the new EFP/AAP periodontal disease classification.,10.34172/japid.2021.018,35919678
"Association Between Dietary Fluoride and Calcium Intake of School-Age Children With Symptoms of Dental and Skeletal Fluorosis in Halaba, Southern Ethiopia.",10.3389/froh.2022.853719,35309280
Head and Neck Squamous Cell Carcinoma in Western Uganda: Disease of Uncertainty and Poor Prognosis.,10.1177/2473974X18761868,30480207
Attitude of Some Nigerian Parents toward their Presence in the Operatory during Dental Treatment of their Children.,10.5005/jp-journals-10005-2102,35645471
SELF-MEDICATION PROFILE OF DENTAL PATIENTS ATTENDING A NORTH EASTERN TERTIARY HOSPITAL IN NIGERIA.,,32669995
Effects of Recent/Healed Post-Extraction Protocols on Incisor and Canine Alignment During Fixed Orthodontic Appliance Therapy.,10.5152/TurkJOrthod.2022.21017,35788432
RANGE OF MOUTH OPENING AMONG THREE MAJOR ETHNIC GROUPS IN NIGERIA.,,32669989
Conscious sedation in dentistry: knowledge and practice among dental professionals in Tanzania.,10.17245/jdapm.2021.21.6.557,34909473
Distribution of Medical Conditions among Dental Patients.,10.4103/nmj.NMJ_80_19,33100463
Genetic Polymorphism of Head and Neck Cancers in African Populations: A Systematic Review.,10.1177/2473974X20942202,32743234
New classification of periodontal diseases (NCPD): an application in a sub-Saharan country.,10.1038/s41405-021-00071-8,33903592
Maxillectomy and Quality of Life: Experience from a Nigerian Tertiary Institution.,10.4103/njs.NJS_6_18,30283225
"Public healthcare practitioners' knowledge, attitudes and practices related to oral antibiotic prescriptions for dental use in Pietermaritzburg, KwaZulu-Natal.",10.4102/hsag.v27i0.1832,35548063
"Evaluation of levels of Interleukin-1b, intensity of pain and tooth movement during canine retraction using different magnitudes of continuous orthodontic force.",10.4103/jfmpc.jfmpc_357_19,31463260
Management of Deep Neck Space Infections in a Tertiary Center in North West Nigeria.,10.4103/njs.NJS_19_19,31579374
Orthodontic Treatment Needs of Adolescents in North-Western Nigeria Using the Index of Orthodontic Treatment Needs.,10.4103/jwas.jwas_66_21,35983256
[Maxillo-facial loss of substances of traumatic origin at the Yalgado Ouedraogo University Hospital].,10.1016/j.anplas.2022.09.003,36207175
[Not Available].,10.1016/j.ortho.2018.09.016,30348501
Access to oral & maxillofacial surgery in Sub-Saharan African countries.,10.1016/j.jobcr.2021.09.001,34567965
"ORTHODONTIC NEEDS OF PATIENTS WITH CLEFT LIP AND PALATE IN ENUGU, FIVE YEARS POST REPAIR.",,33071694
Presentation and Management of Atypical Orofacial Clefts: A Single-Institution Experience for 13 Year Period.,10.1177/10556656211055012,34787018
Assessment of predictors of treatment outcome among patients with bacterial odontogenic infection.,10.1016/j.sdentj.2018.07.003,30202171
DENTURE IMPACTION IN THE OESOPHAGUS: CORRELATION OF SITE AND DURATION OF IMPACTION WITH SEQUELAE.,,31768159
The Role of Environmental Factors in the Etiology of Nonsyndromic Orofacial Clefts.,10.1097/SCS.0000000000005924,31821209
Fractures of the Mandible: Epidemiological Study of 519 Nigerian Cases.,10.4103/jwas.jwas_10_22,36188059
A national survey of tooth wear on facial and oral surfaces and risk factors in young Nigerian adults.,10.4103/ejd.ejd_92_17,29988206
Association between oesophageal cancer and biomass smoke exposure: a case-control study.,10.3332/ecancer.2022.1422,36158985
Associations of Interleukin-1 Polymorphisms with Chronic Periodontitis in Two Different Kenyan Ethnic Groups: A Case Control Study.,,31522145
Comparison of professional and laypeople evaluation of nasolabial esthetics following unilateral cleft lip repair.,10.4103/ejd.ejd_31_18,30369796
Psychological Distress Before and After Surgical Resection of Benign Orofacial Tumors: A Prospective Study.,10.1016/j.joms.2020.04.012,32422191
Burdens and predictors of the Burden experienced by Family Caregivers of Patients with Oral and Maxillofacial Tumours.,10.4103/jwas.jwas_35_22,36188058
PATTERN OF PRESENTATION OF ORAL ULCERATIONS IN PATIENTS ATTENDING AN ORAL MEDICINE CLINIC IN NIGERIA.,,Unknown
Orthodontic treatment motivation and cooperation: A cross-sectional analysis of adolescent patients' and parents' responses.,10.4103/jos.JOS_36_17,31497571
The Burden and Perceived Stress on Family Caregivers of Patients With Orofacial Cleft Deformities in The Perioperative Period of Cleft Repair.,10.1177/2374373520948650,33457620
Unilateral cleft lip: evaluation and comparison of treatment outcome with two surgical techniques based on qualitative (subject/guardian and professional) assessment.,10.5125/jkaoms.2019.45.3.141,31334102
Impact of the coronavirus disease 2019 pandemic on orthodontic patients and their attitude to orthodontic treatment.,10.1016/j.ajodo.2020.11.030,33563503
Parental Age and the Risk of Cleft Lip and Palate in a Nigerian Population - A Case-Control Study.,10.4103/ams.ams_134_20,33708590
"Prevalence of Milk Teeth Extraction and Enabling Community Factors Among Under Five-Year-Old Children in Alle Special Woreda, SNNPR, Ethiopia, 2022: Community-Based Cross-Sectional Study; Based on Theory of Planned Behavior Model.",10.2147/PHMT.S365768,35800712
Isolated favorable compound mandibular body fractures: A retrospective review of two cohorts of patients based on the timing of treatment.,10.1111/edt.12786,36057967
